radial_step,angle_deg,gx,gy,gz,bmag
20,194.63,3.056000,2.445000,-0.196000,3.918619
20,196.10,2.922000,2.496000,-0.192000,3.847722
20,197.56,2.808000,2.536000,-0.173000,3.787623
20,199.02,2.693000,2.565000,-0.159000,3.722466
20,200.49,2.589000,2.608000,-0.147000,3.677797
20,201.95,2.479000,2.636000,-0.139000,3.621223
20,203.41,2.325000,2.673000,-0.110000,3.544383
20,204.88,2.203000,2.698000,-0.096000,3.484484
20,206.34,2.082000,2.722000,-0.081000,3.427910
20,207.80,1.957000,2.745000,-0.070000,3.371910
20,209.27,1.834000,2.763000,-0.048000,3.316629
20,210.73,1.681000,2.779000,-0.034000,3.248039
20,212.20,1.552000,2.798000,-0.014000,3.199641
20,213.66,1.421000,2.807000,0.005000,3.146191
20,215.12,1.290000,2.814000,0.018000,3.095645
20,216.59,1.156000,2.822000,0.039000,3.049843
20,218.05,1.023000,2.828000,0.049000,3.007742
20,219.51,0.896000,2.831000,0.081000,2.970511
20,220.98,0.761000,2.827000,0.084000,2.928840
20,222.44,0.620000,2.825000,0.099000,2.893929
20,223.90,0.494000,2.823000,0.112000,2.868085
20,225.37,0.357000,2.809000,0.144000,2.835254
20,226.83,0.224000,2.801000,0.156000,2.814270
20,228.29,0.102000,2.791000,0.180000,2.798658
20,229.76,-0.036000,2.771000,0.189000,2.777671
20,231.22,-0.154000,2.752000,0.224000,2.765393
20,232.68,-0.280000,2.743000,0.236000,2.767335
20,234.15,-0.448000,2.714000,0.266000,2.763559
20,235.61,-0.575000,2.686000,0.278000,2.760888
20,237.07,-0.694000,2.666000,0.310000,2.772236
20,238.54,-0.826000,2.635000,0.318000,2.779681
20,240.00,-0.951000,2.601000,0.350000,2.791434
20,241.46,-1.101000,2.569000,0.369000,2.819242
20,242.93,-1.215000,2.528000,0.377000,2.830042
20,244.39,-1.340000,2.488000,0.397000,2.853656
20,245.85,-1.475000,2.441000,0.414000,2.881927
20,247.32,-1.580000,2.404000,0.440000,2.910192
20,248.78,-1.719000,2.341000,0.447000,2.938546
20,250.24,-1.844000,2.289000,0.471000,2.976860
20,251.71,-1.973000,2.236000,0.494000,3.022658
20,253.17,-2.079000,2.182000,0.511000,3.056875
20,254.63,-2.181000,2.120000,0.536000,3.088439
20,256.10,-2.284000,2.060000,0.548000,3.124189
20,257.56,-2.375000,2.006000,0.568000,3.160267
20,259.02,-2.452000,1.950000,0.572000,3.184649
20,260.49,-2.520000,1.894000,0.589000,3.206954
20,261.95,-2.587000,1.847000,0.611000,3.236866
20,263.41,-2.688000,1.774000,0.613000,3.278443
20,264.88,-2.751000,1.715000,0.644000,3.305142
20,266.34,-2.807000,1.656000,0.648000,3.322874
20,267.80,-2.862000,1.597000,0.660000,3.343210
20,269.27,-2.911000,1.543000,0.666000,3.361298
20,270.73,-2.957000,1.470000,0.676000,3.370716
20,272.20,-3.013000,1.405000,0.681000,3.393517
20,273.66,-3.046000,1.353000,0.691000,3.403852
20,275.12,-3.087000,1.282000,0.697000,3.414513
20,276.59,-3.115000,1.224000,0.716000,3.422580
20,278.05,-3.149000,1.154000,0.727000,3.431683
20,279.51,-3.177000,1.088000,0.729000,3.436352
20,280.98,-3.193000,1.032000,0.733000,3.434758
20,282.44,-3.208000,0.977000,0.750000,3.436320
20,283.90,-3.218000,0.915000,0.751000,3.428812
20,285.37,-3.231000,0.836000,0.745000,3.419544
20,286.83,-3.231000,0.781000,0.754000,3.408495
20,288.29,-3.231000,0.726000,0.759000,3.397428
20,289.76,-3.225000,0.661000,0.764000,3.379533
20,291.22,-3.220000,0.601000,0.762000,3.363071
20,292.68,-3.203000,0.522000,0.775000,3.336513
20,294.15,-3.187000,0.468000,0.778000,3.313801
20,295.61,-3.174000,0.419000,0.776000,3.294239
20,297.07,-3.155000,0.362000,0.767000,3.267011
20,298.54,-3.125000,0.311000,0.774000,3.234412
20,300.00,-3.090000,0.235000,0.776000,3.194605
20,301.46,-3.052000,0.175000,0.784000,3.155944
20,302.93,-3.006000,0.123000,0.765000,3.104254
20,304.39,-2.971000,0.069000,0.772000,3.070437
20,305.85,-2.934000,0.018000,0.766000,3.032398
20,307.32,-2.875000,-0.048000,0.767000,2.975940
20,308.78,-2.829000,-0.096000,0.757000,2.930103
20,310.24,-2.781000,-0.147000,0.756000,2.885673
20,311.71,-2.709000,-0.202000,0.741000,2.815771
20,313.17,-2.629000,-0.260000,0.733000,2.741629
20,314.63,-2.557000,-0.312000,0.739000,2.679872
20,316.10,-2.492000,-0.359000,0.727000,2.620587
20,317.56,-2.403000,-0.419000,0.724000,2.544434
20,319.02,-2.335000,-0.456000,0.713000,2.483653
20,320.49,-2.254000,-0.490000,0.693000,2.408498
20,321.95,-2.161000,-0.542000,0.705000,2.336816
20,323.41,-2.069000,-0.586000,0.693000,2.259293
20,324.88,-1.971000,-0.636000,0.676000,2.178603
20,326.34,-1.875000,-0.661000,0.662000,2.095421
20,327.80,-1.791000,-0.708000,0.648000,2.031957
20,329.27,-1.669000,-0.748000,0.633000,1.935395
20,330.73,-1.563000,-0.776000,0.629000,1.854936
20,332.20,-1.446000,-0.807000,0.623000,1.769264
20,333.66,-1.350000,-0.852000,0.603000,1.706462
20,335.12,-1.253000,-0.866000,0.601000,1.637427
20,336.59,-1.123000,-0.902000,0.582000,1.553530
20,338.05,-1.019000,-0.926000,0.563000,1.487550
20,339.51,-0.881000,-0.951000,0.553000,1.409387
20,340.98,-0.773000,-0.963000,0.533000,1.344986
20,342.44,-0.639000,-0.990000,0.525000,1.289979
20,343.90,-0.527000,-1.008000,0.507000,1.245328
20,345.37,-0.414000,-1.021000,0.490000,1.205793
20,346.83,-0.268000,-1.033000,0.466000,1.164504
20,348.29,-0.164000,-1.042000,0.462000,1.151566
20,349.76,-0.020000,-1.049000,0.444000,1.139270
20,351.22,0.104000,-1.054000,0.427000,1.141955
20,352.68,0.221000,-1.064000,0.401000,1.158334
20,354.15,0.343000,-1.068000,0.374000,1.182434
20,355.61,0.491000,-1.062000,0.362000,1.224732
20,357.07,0.608000,-1.068000,0.352000,1.278355
20,358.54,0.728000,-1.060000,0.340000,1.330107
21,0.00,0.837000,-1.057000,0.323000,1.386415
21,1.46,0.952000,-1.053000,0.303000,1.451524
21,2.93,1.114000,-1.042000,0.291000,1.552882
21,4.39,1.220000,-1.035000,0.274000,1.623176
21,5.85,1.332000,-1.023000,0.240000,1.696571
21,7.32,1.414000,-1.012000,0.255000,1.757431
21,8.78,1.369000,-1.013000,0.271000,1.724463
21,10.24,1.359000,-1.012000,0.254000,1.713342
21,11.71,1.355000,-1.014000,0.263000,1.712714
21,13.17,1.356000,-1.009000,0.265000,1.710860
21,14.63,1.354000,-1.015000,0.256000,1.711455
21,16.10,1.357000,-1.010000,0.257000,1.711023
21,17.56,1.356000,-1.009000,0.265000,1.710860
21,19.02,1.365000,-1.004000,0.247000,1.712381
21,20.49,1.360000,-1.017000,0.245000,1.715784
21,21.95,1.352000,-1.012000,0.261000,1.708850
21,23.41,1.361000,-1.013000,0.259000,1.716267
21,24.88,1.365000,-1.012000,0.261000,1.719154
21,26.34,1.355000,-1.011000,0.265000,1.711248
21,27.80,1.357000,-1.013000,0.255000,1.712496
21,29.27,1.363000,-1.011000,0.253000,1.715779
21,30.73,1.357000,-1.018000,0.252000,1.715015
21,32.20,1.357000,-1.009000,0.258000,1.710583
21,33.66,1.361000,-1.012000,0.257000,1.715376
21,35.12,1.359000,-1.007000,0.264000,1.711907
21,36.59,1.361000,-1.016000,0.257000,1.717739
21,38.05,1.358000,-1.014000,0.259000,1.714480
21,39.51,1.359000,-1.013000,0.266000,1.715752
21,40.98,1.358000,-1.014000,0.249000,1.712998
21,42.44,1.359000,-1.017000,0.251000,1.715859
21,43.90,1.360000,-1.012000,0.259000,1.714883
21,45.37,1.360000,-1.010000,0.255000,1.713104
21,46.83,1.360000,-1.012000,0.259000,1.714883
21,48.29,1.359000,-1.014000,0.260000,1.715423
21,49.76,1.367000,-1.007000,0.256000,1.717054
21,51.22,1.364000,-1.010000,0.266000,1.717950
21,52.68,1.357000,-1.012000,0.260000,1.712657
21,54.15,1.359000,-1.017000,0.259000,1.717047
21,55.61,1.356000,-1.006000,0.266000,1.709248
21,57.07,1.351000,-1.014000,0.256000,1.708489
21,58.54,1.355000,-1.017000,0.264000,1.714646
21,60.00,1.353000,-1.018000,0.259000,1.712896
21,61.46,1.354000,-1.016000,0.258000,1.712348
21,62.93,1.331000,-0.994000,0.266000,1.682365
21,64.39,1.314000,-0.975000,0.271000,1.658512
21,65.85,1.300000,-0.960000,0.264000,1.637466
21,67.32,1.282000,-0.948000,0.282000,1.619183
21,68.78,1.276000,-0.941000,0.270000,1.608278
21,70.24,1.279000,-0.945000,0.273000,1.613504
21,71.71,1.286000,-0.940000,0.271000,1.615808
21,73.17,1.283000,-0.939000,0.275000,1.613516
21,74.63,1.272000,-0.940000,0.271000,1.604688
21,76.10,1.285000,-0.943000,0.281000,1.618467
21,77.56,1.282000,-0.940000,0.285000,1.615038
21,79.02,1.288000,-0.938000,0.272000,1.616407
21,80.49,1.283000,-0.943000,0.272000,1.615340
21,81.95,1.285000,-0.946000,0.268000,1.618013
21,83.41,1.278000,-0.941000,0.269000,1.609697
21,84.88,1.286000,-0.946000,0.268000,1.618807
21,86.34,1.282000,-0.936000,0.278000,1.611491
21,87.80,1.287000,-0.943000,0.277000,1.619366
21,89.27,1.280000,-0.940000,0.280000,1.612576
21,90.73,1.287000,-0.943000,0.269000,1.618017
21,92.20,1.282000,-0.940000,0.280000,1.614164
21,93.66,1.281000,-0.933000,0.257000,1.605459
21,95.12,1.420000,-0.939000,0.252000,1.720937
21,96.59,1.478000,-0.930000,0.242000,1.762937
21,98.05,1.468000,-0.931000,0.245000,1.755508
21,99.51,1.456000,-0.924000,0.244000,1.741622
21,100.98,1.470000,-0.917000,0.221000,1.746605
21,102.44,1.470000,-0.913000,0.220000,1.744382
21,103.90,1.583000,-0.916000,0.219000,1.841984
21,105.37,1.777000,-0.891000,0.198000,1.997702
21,106.83,1.909000,-0.857000,0.159000,2.098574
21,108.29,2.011000,-0.841000,0.160000,2.185635
21,109.76,2.104000,-0.812000,0.145000,2.259908
21,111.22,2.226000,-0.786000,0.124000,2.363948
21,112.68,2.319000,-0.762000,0.106000,2.443285
21,114.15,2.418000,-0.738000,0.092000,2.529789
21,115.61,2.520000,-0.706000,0.086000,2.618441
21,117.07,2.615000,-0.678000,0.065000,2.702246
21,118.54,2.691000,-0.641000,0.048000,2.766707
21,120.00,2.781000,-0.610000,0.042000,2.847424
21,121.46,2.887000,-0.579000,0.026000,2.944603
21,122.93,2.971000,-0.530000,0.003000,3.017905
21,124.39,3.050000,-0.490000,-0.002000,3.089111
21,125.85,3.162000,-0.441000,-0.025000,3.192703
21,127.32,3.248000,-0.401000,-0.032000,3.272817
21,128.78,3.340000,-0.350000,-0.058000,3.358789
21,130.24,3.419000,-0.304000,-0.070000,3.433202
21,131.71,3.495000,-0.256000,-0.076000,3.505187
21,133.17,3.567000,-0.191000,-0.100000,3.573509
21,134.63,3.641000,-0.146000,-0.109000,3.645556
21,136.10,3.720000,-0.072000,-0.128000,3.722898
21,137.56,3.779000,-0.025000,-0.126000,3.781183
21,139.02,3.854000,0.049000,-0.151000,3.857268
21,140.49,3.904000,0.103000,-0.163000,3.908759
21,141.95,3.963000,0.173000,-0.185000,3.971086
21,143.41,4.004000,0.230000,-0.182000,4.014728
21,144.88,4.053000,0.284000,-0.193000,4.067519
21,146.34,4.092000,0.364000,-0.212000,4.113624
21,147.80,4.131000,0.412000,-0.230000,4.157861
21,149.27,4.165000,0.483000,-0.229000,4.199161
21,150.73,4.189000,0.549000,-0.235000,4.231353
21,152.20,4.213000,0.621000,-0.248000,4.265737
21,153.66,4.228000,0.692000,-0.262000,4.292260
21,155.12,4.246000,0.755000,-0.254000,4.320076
21,156.59,4.255000,0.812000,-0.268000,4.340068
21,158.05,4.254000,0.881000,-0.265000,4.352344
21,159.51,4.256000,0.942000,-0.275000,4.367668
21,160.98,4.258000,1.020000,-0.279000,4.387346
21,162.44,4.242000,1.088000,-0.286000,4.388634
21,163.90,4.218000,1.155000,-0.284000,4.382488
21,165.37,4.207000,1.221000,-0.293000,4.390392
21,166.83,4.189000,1.280000,-0.297000,4.390254
21,168.29,4.151000,1.356000,-0.302000,4.377298
21,169.76,4.121000,1.425000,-0.292000,4.370186
21,171.22,4.091000,1.485000,-0.295000,4.362170
21,172.68,4.050000,1.545000,-0.300000,4.345058
21,174.15,4.004000,1.606000,-0.294000,4.324082
21,175.61,3.945000,1.679000,-0.290000,4.297228
21,177.07,3.885000,1.747000,-0.287000,4.269380
21,178.54,3.829000,1.800000,-0.286000,4.240641
21,180.00,3.766000,1.852000,-0.284000,4.206342
21,181.46,3.708000,1.905000,-0.284000,4.178390
21,182.93,3.618000,1.976000,-0.270000,4.131271
21,184.39,3.545000,2.032000,-0.257000,4.094154
21,185.85,3.469000,2.078000,-0.251000,4.051549
21,187.32,3.394000,2.132000,-0.250000,4.015864
21,188.78,3.297000,2.165000,-0.237000,3.951405
21,190.24,3.197000,2.232000,-0.231000,3.905892
21,191.71,3.102000,2.280000,-0.221000,3.856118
21,193.17,3.001000,2.323000,-0.218000,3.801296
21,194.63,2.916000,2.365000,-0.203000,3.759985
21,196.10,2.803000,2.401000,-0.187000,3.695481
21,197.56,2.682000,2.438000,-0.174000,3.628670
21,199.02,2.580000,2.481000,-0.161000,3.582971
21,200.49,2.460000,2.508000,-0.152000,3.516357
21,201.95,2.352000,2.539000,-0.150000,3.464235
21,203.41,2.245000,2.565000,-0.119000,3.410779
21,204.88,2.101000,2.602000,-0.109000,3.346115
21,206.34,1.989000,2.619000,-0.095000,3.290031
21,207.80,1.865000,2.641000,-0.082000,3.234166
21,209.27,1.754000,2.657000,-0.063000,3.184358
21,210.73,1.634000,2.671000,-0.052000,3.131597
21,212.20,1.489000,2.695000,-0.034000,3.079172
21,213.66,1.374000,2.707000,-0.020000,3.035807
21,215.12,1.248000,2.718000,-0.015000,2.990862
21,216.59,1.123000,2.720000,0.011000,2.942728
21,218.05,1.000000,2.723000,0.035000,2.901026
21,219.51,0.870000,2.732000,0.048000,2.867582
21,220.98,0.746000,2.730000,0.069000,2.830932
21,222.44,0.623000,2.729000,0.075000,2.800213
21,223.90,0.501000,2.725000,0.100000,2.772477
21,225.37,0.375000,2.714000,0.105000,2.741796
21,226.83,0.250000,2.713000,0.132000,2.727690
21,228.29,0.123000,2.697000,0.154000,2.704192
21,229.76,-0.002000,2.692000,0.165000,2.697053
21,231.22,-0.115000,2.668000,0.189000,2.677157
21,232.68,-0.265000,2.657000,0.206000,2.678117
21,234.15,-0.383000,2.639000,0.227000,2.676292
21,235.61,-0.505000,2.612000,0.239000,2.671084
21,237.07,-0.620000,2.595000,0.254000,2.680101
21,238.54,-0.748000,2.560000,0.283000,2.682013
21,240.00,-0.892000,2.528000,0.297000,2.697157
21,241.46,-1.009000,2.497000,0.320000,2.712101
21,242.93,-1.121000,2.462000,0.335000,2.725859
21,244.39,-1.244000,2.423000,0.350000,2.746082
21,245.85,-1.363000,2.384000,0.378000,2.772023
21,247.32,-1.503000,2.336000,0.383000,2.804032
21,248.78,-1.608000,2.294000,0.407000,2.830857
21,250.24,-1.724000,2.252000,0.428000,2.868251
21,251.71,-1.844000,2.196000,0.450000,2.902628
21,253.17,-1.944000,2.142000,0.469000,2.930403
21,254.63,-2.070000,2.068000,0.480000,2.965118
21,256.10,-2.155000,2.030000,0.503000,3.002988
21,257.56,-2.241000,1.974000,0.515000,3.030509
21,259.02,-2.316000,1.925000,0.538000,3.059236
21,260.49,-2.383000,1.868000,0.532000,3.074270
21,261.95,-2.470000,1.807000,0.562000,3.111590
21,263.41,-2.532000,1.755000,0.563000,3.131776
21,264.88,-2.588000,1.706000,0.585000,3.154426
21,266.34,-2.651000,1.649000,0.592000,3.177651
21,267.80,-2.718000,1.594000,0.604000,3.208298
21,269.27,-2.775000,1.523000,0.621000,3.225801
21,270.73,-2.822000,1.471000,0.634000,3.244916
21,272.20,-2.864000,1.410000,0.621000,3.252113
21,273.66,-2.897000,1.353000,0.643000,3.261390
21,275.12,-2.937000,1.298000,0.650000,3.276167
21,276.59,-2.972000,1.228000,0.652000,3.281139
21,278.05,-2.984000,1.176000,0.672000,3.277013
21,279.51,-3.012000,1.107000,0.677000,3.279622
21,280.98,-3.044000,1.053000,0.693000,3.294692
21,282.44,-3.051000,1.003000,0.686000,3.284084
21,283.90,-3.072000,0.930000,0.695000,3.284069
21,285.37,-3.079000,0.872000,0.702000,3.276191
21,286.83,-3.081000,0.815000,0.713000,3.265755
21,288.29,-3.085000,0.757000,0.707000,3.254247
21,289.76,-3.074000,0.695000,0.711000,3.230793
21,291.22,-3.067000,0.627000,0.710000,3.209940
21,292.68,-3.057000,0.574000,0.729000,3.194709
21,294.15,-3.036000,0.503000,0.731000,3.163015
21,295.61,-3.023000,0.464000,0.726000,3.143390
21,297.07,-3.005000,0.401000,0.716000,3.115041
21,298.54,-2.971000,0.338000,0.725000,3.076802
21,300.00,-2.942000,0.290000,0.724000,3.043623
21,301.46,-2.920000,0.225000,0.722000,3.016340
21,302.93,-2.874000,0.181000,0.727000,2.970045
21,304.39,-2.839000,0.121000,0.733000,2.934596
21,305.85,-2.781000,0.056000,0.730000,2.875760
21,307.32,-2.742000,0.002000,0.715000,2.833689
21,308.78,-2.691000,-0.042000,0.718000,2.785457
21,310.24,-2.632000,-0.094000,0.713000,2.728485
21,311.71,-2.553000,-0.148000,0.713000,2.654822
21,313.17,-2.492000,-0.194000,0.707000,2.597604
21,314.63,-2.428000,-0.266000,0.703000,2.541682
21,316.10,-2.366000,-0.307000,0.687000,2.482775
21,317.56,-2.274000,-0.349000,0.684000,2.400153
21,319.02,-2.204000,-0.391000,0.673000,2.337397
21,320.49,-2.127000,-0.427000,0.677000,2.272617
21,321.95,-2.037000,-0.469000,0.670000,2.195047
21,323.41,-1.953000,-0.510000,0.653000,2.121490
21,324.88,-1.856000,-0.554000,0.638000,2.039288
21,326.34,-1.767000,-0.582000,0.636000,1.966090
21,327.80,-1.680000,-0.621000,0.618000,1.894720
21,329.27,-1.568000,-0.664000,0.608000,1.808088
21,330.73,-1.484000,-0.697000,0.597000,1.744842
21,332.20,-1.366000,-0.733000,0.587000,1.657653
21,333.66,-1.267000,-0.756000,0.576000,1.583856
21,335.12,-1.179000,-0.788000,0.571000,1.528733
21,336.59,-1.051000,-0.811000,0.555000,1.438870
21,338.05,-0.946000,-0.833000,0.545000,1.373255
21,339.51,-0.822000,-0.857000,0.535000,1.302443
21,340.98,-0.721000,-0.887000,0.513000,1.252908
21,342.44,-0.591000,-0.913000,0.502000,1.197854
21,343.90,-0.482000,-0.924000,0.483000,1.148647
21,345.37,-0.377000,-0.937000,0.472000,1.114846
21,346.83,-0.241000,-0.946000,0.468000,1.082599
21,348.29,-0.139000,-0.953000,0.449000,1.062606
21,349.76,0.003000,-0.968000,0.433000,1.060435
21,351.22,0.121000,-0.979000,0.420000,1.072139
21,352.68,0.223000,-0.981000,0.397000,1.081526
21,354.15,0.343000,-0.984000,0.380000,1.109191
21,355.61,0.450000,-0.987000,0.371000,1.146434
21,357.07,0.591000,-0.992000,0.344000,1.204857
21,358.54,0.715000,-0.984000,0.336000,1.261894
22,0.00,0.822000,-0.978000,0.314000,1.315585
22,1.46,0.932000,-0.980000,0.294000,1.384001
22,2.93,1.045000,-0.969000,0.298000,1.455950
22,4.39,1.179000,-0.960000,0.278000,1.545615
22,5.85,1.299000,-0.951000,0.277000,1.633564
22,7.32,1.324000,-0.939000,0.259000,1.643709
22,8.78,1.283000,-0.934000,0.274000,1.610441
22,10.24,1.285000,-0.941000,0.267000,1.614929
22,11.71,1.283000,-0.934000,0.267000,1.609265
22,13.17,1.274000,-0.937000,0.277000,1.605545
22,14.63,1.282000,-0.943000,0.272000,1.614545
22,16.10,1.291000,-0.945000,0.264000,1.621543
22,17.56,1.282000,-0.935000,0.271000,1.609717
22,19.02,1.288000,-0.934000,0.276000,1.614768
22,20.49,1.283000,-0.932000,0.274000,1.609282
22,21.95,1.287000,-0.934000,0.261000,1.611473
22,23.41,1.282000,-0.932000,0.274000,1.608485
22,24.88,1.287000,-0.933000,0.271000,1.612544
22,26.34,1.283000,-0.936000,0.266000,1.610261
22,27.80,1.290000,-0.938000,0.269000,1.617500
22,29.27,1.289000,-0.937000,0.266000,1.615626
22,30.73,1.285000,-0.938000,0.264000,1.612689
22,32.20,1.292000,-0.933000,0.263000,1.615216
22,33.66,1.286000,-0.930000,0.275000,1.610690
22,35.12,1.286000,-0.933000,0.258000,1.609611
22,36.59,1.287000,-0.932000,0.270000,1.611798
22,38.05,1.281000,-0.935000,0.270000,1.608753
22,39.51,1.285000,-0.937000,0.269000,1.612934
22,40.98,1.281000,-0.936000,0.263000,1.608175
22,42.44,1.284000,-0.937000,0.253000,1.609545
22,43.90,1.287000,-0.934000,0.254000,1.610354
22,45.37,1.281000,-0.935000,0.260000,1.607105
22,46.83,1.280000,-0.940000,0.265000,1.610039
22,48.29,1.284000,-0.934000,0.264000,1.609568
22,49.76,1.286000,-0.937000,0.265000,1.613069
22,51.22,1.288000,-0.934000,0.263000,1.612597
22,52.68,1.287000,-0.935000,0.267000,1.613035
22,54.15,1.286000,-0.934000,0.262000,1.610837
22,55.61,1.284000,-0.935000,0.264000,1.610148
22,57.07,1.282000,-0.937000,0.270000,1.610712
22,58.54,1.275000,-0.945000,0.254000,1.607223
22,60.00,1.278000,-0.940000,0.259000,1.607472
22,61.46,1.282000,-0.941000,0.272000,1.613378
22,62.93,1.273000,-0.934000,0.257000,1.599667
22,64.39,1.260000,-0.914000,0.268000,1.579500
22,65.85,1.246000,-0.894000,0.263000,1.555931
22,67.32,1.249000,-0.887000,0.254000,1.552832
22,68.78,1.230000,-0.871000,0.257000,1.528918
22,70.24,1.227000,-0.863000,0.264000,1.523153
22,71.71,1.227000,-0.877000,0.257000,1.529937
22,73.17,1.228000,-0.870000,0.260000,1.527247
22,74.63,1.221000,-0.872000,0.265000,1.523631
22,76.10,1.225000,-0.870000,0.257000,1.524327
22,77.56,1.232000,-0.870000,0.264000,1.531150
22,79.02,1.232000,-0.870000,0.261000,1.530635
22,80.49,1.231000,-0.874000,0.259000,1.531770
22,81.95,1.230000,-0.877000,0.249000,1.531023
22,83.41,1.221000,-0.877000,0.262000,1.525980
22,84.88,1.225000,-0.872000,0.254000,1.524967
22,86.34,1.225000,-0.869000,0.257000,1.523757
22,87.80,1.225000,-0.873000,0.249000,1.524715
22,89.27,1.225000,-0.871000,0.270000,1.527143
22,90.73,1.224000,-0.873000,0.263000,1.526261
22,92.20,1.230000,-0.868000,0.263000,1.528232
22,93.66,1.233000,-0.871000,0.257000,1.531332
22,95.12,1.233000,-0.865000,0.222000,1.522432
22,96.59,1.567000,-0.862000,0.256000,1.806673
22,98.05,1.620000,-0.811000,0.195000,1.822127
22,99.51,1.575000,-0.823000,0.222000,1.790876
22,100.98,1.565000,-0.814000,0.210000,1.776491
22,102.44,1.567000,-0.810000,0.194000,1.774606
22,103.90,1.581000,-0.830000,0.205000,1.797355
22,105.37,1.771000,-0.805000,0.169000,1.952697
22,106.83,1.870000,-0.774000,0.169000,2.030896
22,108.29,1.938000,-0.774000,0.156000,2.092667
22,109.76,2.028000,-0.752000,0.134000,2.167082
22,111.22,2.113000,-0.730000,0.120000,2.238765
22,112.68,2.212000,-0.706000,0.105000,2.324307
22,114.15,2.310000,-0.683000,0.091000,2.410575
22,115.61,2.397000,-0.654000,0.083000,2.486004
22,117.07,2.482000,-0.634000,0.069000,2.562624
22,118.54,2.570000,-0.592000,0.059000,2.637962
22,120.00,2.654000,-0.560000,0.043000,2.712778
22,121.46,2.746000,-0.520000,0.050000,2.795249
22,122.93,2.842000,-0.484000,0.029000,2.883065
22,124.39,2.928000,-0.447000,0.009000,2.961938
22,125.85,3.000000,-0.419000,-0.003000,3.029120
22,127.32,3.095000,-0.378000,-0.019000,3.118055
22,128.78,3.163000,-0.332000,-0.030000,3.180518
22,130.24,3.263000,-0.286000,-0.038000,3.275730
22,131.71,3.330000,-0.247000,-0.058000,3.339652
22,133.17,3.392000,-0.191000,-0.070000,3.398094
22,134.63,3.465000,-0.138000,-0.087000,3.468838
22,136.10,3.544000,-0.089000,-0.107000,3.546732
22,137.56,3.615000,-0.019000,-0.110000,3.616723
22,139.02,3.669000,0.023000,-0.122000,3.671100
22,140.49,3.731000,0.083000,-0.137000,3.734437
22,141.95,3.773000,0.136000,-0.144000,3.778195
22,143.41,3.829000,0.210000,-0.164000,3.838260
22,144.88,3.866000,0.263000,-0.165000,3.878447
22,146.34,3.910000,0.324000,-0.177000,3.927392
22,147.80,3.947000,0.381000,-0.197000,3.970237
22,149.27,3.985000,0.447000,-0.197000,4.014828
22,150.73,4.014000,0.517000,-0.208000,4.052499
22,152.20,4.033000,0.581000,-0.210000,4.080043
22,153.66,4.053000,0.648000,-0.228000,4.110802
22,155.12,4.067000,0.702000,-0.235000,4.133826
22,156.59,4.084000,0.773000,-0.236000,4.163206
22,158.05,4.087000,0.842000,-0.246000,4.180078
22,159.51,4.089000,0.902000,-0.252000,4.194881
22,160.98,4.088000,0.966000,-0.247000,4.207839
22,162.44,4.083000,1.029000,-0.256000,4.218444
22,163.90,4.062000,1.105000,-0.261000,4.217700
22,165.37,4.047000,1.170000,-0.275000,4.221698
22,166.83,4.028000,1.227000,-0.268000,4.219258
22,168.29,4.001000,1.294000,-0.254000,4.212713
22,169.76,3.976000,1.361000,-0.261000,4.210584
22,171.22,3.932000,1.437000,-0.265000,4.194737
22,172.68,3.892000,1.491000,-0.267000,4.176366
22,174.15,3.851000,1.551000,-0.257000,4.159549
22,175.61,3.802000,1.609000,-0.268000,4.137138
22,177.07,3.754000,1.670000,-0.264000,4.117173
22,178.54,3.690000,1.741000,-0.258000,4.088245
22,180.00,3.624000,1.797000,-0.254000,4.053036
22,181.46,3.557000,1.854000,-0.246000,4.018716
22,182.93,3.491000,1.902000,-0.243000,3.982930
22,184.39,3.418000,1.950000,-0.230000,3.941843
22,185.85,3.334000,2.014000,-0.222000,3.901415
22,187.32,3.254000,2.062000,-0.227000,3.859001
22,188.78,3.177000,2.106000,-0.215000,3.817694
22,190.24,3.091000,2.154000,-0.207000,3.773175
22,191.71,2.999000,2.192000,-0.195000,3.719797
22,193.17,2.884000,2.248000,-0.182000,3.661159
22,194.63,2.775000,2.283000,-0.178000,3.597832
22,196.10,2.688000,2.323000,-0.168000,3.556669
22,197.56,2.589000,2.356000,-0.159000,3.504132
22,199.02,2.493000,2.392000,-0.151000,3.458253
22,200.49,2.362000,2.436000,-0.139000,3.395948
22,201.95,2.254000,2.457000,-0.123000,3.336539
22,203.41,2.151000,2.484000,-0.100000,3.287409
22,204.88,2.040000,2.509000,-0.085000,3.234796
22,206.34,1.932000,2.529000,-0.070000,3.183295
22,207.80,1.796000,2.550000,-0.063000,3.119629
22,209.27,1.695000,2.566000,-0.050000,3.075692
22,210.73,1.572000,2.587000,-0.031000,3.027328
22,212.20,1.468000,2.606000,-0.019000,2.991090
22,213.66,1.353000,2.616000,-0.010000,2.945194
22,215.12,1.205000,2.625000,0.011000,2.888386
22,216.59,1.090000,2.633000,0.014000,2.849734
22,218.05,0.966000,2.637000,0.053000,2.808867
22,219.51,0.851000,2.640000,0.057000,2.774356
22,220.98,0.733000,2.645000,0.077000,2.745768
22,222.44,0.612000,2.645000,0.089000,2.716338
22,223.90,0.499000,2.640000,0.106000,2.688836
22,225.37,0.386000,2.637000,0.114000,2.667538
22,226.83,0.253000,2.623000,0.132000,2.638477
